text,vague_label
ну сделай громче сейчас,DELTA_PLUS_10
бивис бивис чуть чуть громче,DELTA_PLUS_5
эй бивис закрой окно,UNKNOWN
брух слыншо фигово сейчас,DELTA_PLUS_15
бивис средне брат,SET_50
ну открой браузер быстро,UNKNOWN
короче немного тише быстро,DELTA_MINUS_5
чуть тише,DELTA_MINUS_5
ну громковато сейчас,DELTA_MINUS_10
брух тихо слышно пожалуйста,DELTA_PLUS_15
бивис слишком громко брат,DELTA_MINUS_15
пожалуйста расскажи анекдот брат,UNKNOWN
ну громковато как то сейчас,DELTA_MINUS_10
ну мне не слышно быстро,DELTA_PLUS_25
отключи звук быстро,SET_0
брух сдлай чуть громче пожалуйста,DELTA_PLUS_5
пожалуйста сделай пргилушенно,SET_20
ну громче пожалуйста,DELTA_PLUS_10
корче нормально сейчас,SET_50
эй бивис фигово слышно,DELTA_PLUS_15
ну громковато как то брат,DELTA_MINUS_10
слушай почти на максимум сейчас,SET_90
эй бивис бвис чуть чуть потише,DELTA_MINUS_5
бивис сделай скиншот брат,UNKNOWN
тихо слышно,DELTA_PLUS_15
пожалуйста громко слишком сейчас,DELTA_MINUS_15
пожалуйста сделай ноль брат,SET_0
совсем не слышно пожжалуйста,DELTA_PLUS_25
слушай громковато как то брат,DELTA_MINUS_10
открой браузер сейчас,UNKNOWN
эй бивис бивис чуть чуть поише быстро,DELTA_MINUS_5
эй бивис очень громко брат,DELTA_MINUS_25
эй бивис прибавь,DELTA_PLUS_10
короче обычный звук брат,SET_60
слушай выключи звук сйчас,SET_0
бивис чуть чуть громче,DELTA_PLUS_5
эй бивис приглуши звук бысстро,SET_20
сделай звук обычным брат,SET_60
слушай слишком громко быстро,DELTA_MINUS_15
ну поставь таймер быстро,UNKNOWN
короче слегка громче брат,DELTA_PLUS_5
эй бивис заглуши звук быстро,SET_0
бивис динамики рвуться плиз,DELTA_MINUS_25
пожалуйста заглуши звук брат,SET_0
мне не слышно пожалуйста,DELTA_PLUS_25
бивис динамики рвуться сейчас,DELTA_MINUS_25
заткни пожалуйста,SET_0
брух приглуши быстро,SET_20
пожалуйста открой браузер быстро,UNKNOWN
бивис динамики рвуться быстро,DELTA_MINUS_25
эй бивис выруби звук пожалуйста,SET_0
короче сделай ноль сейчас,SET_0
бивис очень громко сейчас,DELTA_MINUS_25
пожалуйста погромче плиз,DELTA_PLUS_10
короче поставь тймер быстро,UNKNOWN
ну уебри звук быстро,SET_0
брух сделай звук еле еле брат,SET_10
ну убавь сейчас,DELTA_MINUS_10
эй бивис немного грмче брат,DELTA_PLUS_5
ну что по времени пожалуйста,UNKNOWN
эй бивис полхо слышно,DELTA_PLUS_15
эй бивис громко пожалуйста,DELTA_MINUS_10
поставь на ноль,SET_0
пожалуйста что по времени,UNKNOWN
эй бивис чуть тише пожалуйста,DELTA_MINUS_5
ну громковато сеййчас,DELTA_MINUS_10
брух сделай чуть громче быстро,DELTA_PLUS_5
брух ничего не слышно брат,DELTA_PLUS_25
эй бивис динамики рвуться пожалуйста,DELTA_MINUS_25
слушай поставь таймер,UNKNOWN
бивис на максимум,SET_100
ничего не слыышно сейчас,DELTA_PLUS_25
слушай чуть громче пожалуйста,DELTA_PLUS_5
эй бивис совсем не слышно,DELTA_PLUS_25
чуть убавь,DELTA_MINUS_5
бивис заглуши звук брат,SET_0
ну прилуши,SET_20
эй биввис сделай громче брат,DELTA_PLUS_10
слушай орет,DELTA_MINUS_25
бивис бивис чуть чуть гроомче,DELTA_PLUS_5
пожалуйста чуть тише пожалуйста,DELTA_MINUS_5
пожалуйста кмфортно,SET_60
ну соввсем не слышно брат,DELTA_PLUS_25
короче мне не слышно сейчас,DELTA_PLUS_25
бивис уши реежт,DELTA_MINUS_25
пожаалуйста громковато как то сейчас,DELTA_MINUS_10
брух орет сейчас,DELTA_MINUS_25
эй бивис поставь еле слышно бысто,SET_10
бивис обычный уровень брат,SET_60
ну чуть чуть громче плиз,DELTA_PLUS_5
короче плохо слышно сейчас,DELTA_PLUS_15
бивис совсем не слышно пожалуйста,DELTA_PLUS_25
брух громко слишком плиз,DELTA_MINUS_15
короче почти олох брат,DELTA_MINUS_25
ну зктни плиз,SET_0
пожалуйста чуть тише,DELTA_MINUS_5
сллушай поставь таймер брат,UNKNOWN
биивс а ну тихо быстро,DELTA_MINUS_10
убавь,DELTA_MINUS_10
короче почти не слышу плиз,DELTA_PLUS_25
слушай погромче сейчас,DELTA_PLUS_10
брух орет,DELTA_MINUS_25
пожалуйстта закрой окно плиз,UNKNOWN
бивис сделай очень тихо быстро,SET_10
ну без звука,SET_0
пожалуйста что по времени быстро,UNKNOWN
брух запсти блокнот пожалуйста,UNKNOWN
крооче громковато как то,DELTA_MINUS_10
бивис слегка тише,DELTA_MINUS_5
короче почти максимум пожалуйста,SET_90
брух сдеалй чуть громче брат,DELTA_PLUS_5
найди файл,UNKNOWN
короче открой браузер,UNKNOWN
брух громко но не максимум брат,SET_80
короче какая погода,UNKNOWN
короче найди файл,UNKNOWN
пожалуйста сделай почти без звука быстро,SET_10
эй бивис совсем не слышно брат,DELTA_PLUS_25
пожалуйста чуть прибавь сейчас,DELTA_PLUS_5
эй бивис окрой ютуб сейчас,UNKNOWN
бивис почти оглох быстро,DELTA_MINUS_25
пожалуйста расскажи анекдот,UNKNOWN
ну выключи звук пожалуйста,SET_0
ну чуть чуть громче сйечас,DELTA_PLUS_5
бивис сделай ноль пожалуйста,SET_0
короче орёт брат,DELTA_MINUS_25
слушай найди файл плиз,UNKNOWN
поставь еле сышно пожалуйста,SET_10
короче выруби звук быстро,SET_0
уши режет,DELTA_MINUS_25
сделай звук обыычным пожалуйста,SET_60
брух убери звук сейчас,SET_0
выклчи звук быстро,SET_0
бивис на максимум пожалуйста,SET_100
бивис чуть грмоче,DELTA_PLUS_5
кооче прибавь брат,DELTA_PLUS_10
пожалуйста без звука,SET_0
слушай зактни брат,SET_0
ну фигово слышнно брат,DELTA_PLUS_15
бивис на ноль быстро,SET_0
тихо слышно сейчас,DELTA_PLUS_15
эй бвиис переключи песню плиз,UNKNOWN
брух надйи файл,UNKNOWN
брух обыный уровень сейчас,SET_60
слшуай сделай очень тихо брат,SET_10
бивис громковато быстро,DELTA_MINUS_10
бивис сделай звук обычным сейчас,SET_60
слушай средне быстро,SET_50
слушай добавь громкости сейчас,DELTA_PLUS_10
эй бивис уши режет сейчас,DELTA_MINUS_25
короче сделай скриншот,UNKNOWN
слушай ничего не слышно пожалуйста,DELTA_PLUS_25
брух сдлеай звук еле еле пожалуйста,SET_10
эй бивис почти на максимум быстро,SET_90
чуть гроче,DELTA_PLUS_5
ну а ну тихо,DELTA_MINUS_10
короче громко но не максимум бысро,SET_80
ну приглуши звук,SET_20
бивис слегка громче сейчас,DELTA_PLUS_5
бивис сделай еле слышно,SET_10
ну чуть тише сечйас,DELTA_MINUS_5
бивис ничего не слышно,DELTA_PLUS_25
пожалуйста мне не слышно пожалуйста,DELTA_PLUS_25
пожалуйта орёт,DELTA_MINUS_25
эй бивс чуть тише пожалуйста,DELTA_MINUS_5
эй бивис найди файл пожалуйста,UNKNOWN
открой браузер сейачс,UNKNOWN
кроче звук еле слышно,DELTA_PLUS_15
эй бивис почти оглох,DELTA_MINUS_25
короче чуть тише плиз,DELTA_MINUS_5
ну на сереину брат,SET_50
короче чуть чуть потише,DELTA_MINUS_5
короче выключи звук пожалуйста,SET_0
брух приглуши звук,SET_20
ну громче брат,DELTA_PLUS_10
бивис прибавь быстро,DELTA_PLUS_10
слушай на ноль брат,SET_0
ну комфортно брат,SET_60
ну сделай чуть громче быстро,DELTA_PLUS_5
сллушай выруби звук,SET_0
брух убавь плиз,DELTA_MINUS_10
эй бивис что по времени,UNKNOWN
бивис слегка громче быстро,DELTA_PLUS_5
короче погромче брат,DELTA_PLUS_10
нменого тише,DELTA_MINUS_5
бивис зактни брат,SET_0
пожалуйста нормально быстро,SET_50
что по врмеени,UNKNOWN
плохо слышно,DELTA_PLUS_15
короче приглуши звук плиз,SET_20
пожалуйста бвиис чуть чуть потише,DELTA_MINUS_5
бивис выключи звук сейчас,SET_0
ну бивис чуть чуть потише,DELTA_MINUS_5
брух сделай скриншот плиз,UNKNOWN
брух сделай погромче нормально,SET_70
пожалуйста расскажи анекдот пожалуйста,UNKNOWN
ну открой ютуб пожалуйста,UNKNOWN
пожалуйста сделай погромче нормально быстро,SET_70
бивис открой ютуб брат,UNKNOWN
брух закрой окно плиз,UNKNOWN
брух очень громко,DELTA_MINUS_25
эй бивис сделай звук обычным,SET_60
пожалуйста слишком громко,DELTA_MINUS_15
пожалуйста на полнуую плиз,SET_100
бивис какая погода брат,UNKNOWN
слушай немного громче брат,DELTA_PLUS_5
эй бивис громковато как то плиз,DELTA_MINUS_10
брух зактни сейчас,SET_0
короче сделай еле слышно пжоалуйста,SET_10
пожалуйста на ноль,SET_0
короче закни плиз,SET_0
короче открой ютуб сйечас,UNKNOWN
слушай открой браузер брат,UNKNOWN
ну поставь таймер плиз,UNKNOWN
слушай в ноль быстрро,SET_0
ну какая погода сейчас,UNKNOWN
брух динамики рвуться,DELTA_MINUS_25
слушай сделай тише брат,DELTA_MINUS_10
брух на макимум быстро,SET_100
пожалуйста приглуши звук быстро,SET_20
брух плохо слышно сейчас,DELTA_PLUS_15
ну закрой окно быстро,UNKNOWN
ну почти на максмиум плиз,SET_90
ну прибавь,DELTA_PLUS_10
ну зактни пожалуйста,SET_0
слушай слишком громко пожалуйста,DELTA_MINUS_15
пожалуйста динамики рутся,DELTA_MINUS_25
брух почти на максимуум сейчас,SET_90
ну погромче брат,DELTA_PLUS_10
короче чуть прибавь сейчас,DELTA_PLUS_5
брух добавь громкости сеейчас,DELTA_PLUS_10
пожалуйста потиише сейчас,DELTA_MINUS_10
ну бвис чуть чуть потише,DELTA_MINUS_5
брух расскажи анекдот брат,UNKNOWN
слушай чуть чуть громче быстро,DELTA_PLUS_5
ну сделай чуть грмоче,DELTA_PLUS_5
ну надйи файл быстро,UNKNOWN
брух что по времни,UNKNOWN
короче слишком громко сейчас,DELTA_MINUS_15
пожалйуста плохо слышно быстро,DELTA_PLUS_15
эй бвис прибавь,DELTA_PLUS_10
эй бивис орет плиз,DELTA_MINUS_25
ну сделай скриншот,UNKNOWN
ну на полную сейчас,SET_100
брух поставь таймер плиз,UNKNOWN
короче нормально сейчас,SET_50
брух сделай почти без звука быстро,SET_10
ну чуть громче плиз,DELTA_PLUS_5
ну громковато плиз,DELTA_MINUS_10
эй бивис громковато как то быстро,DELTA_MINUS_10
слушай прибавь сейчас,DELTA_PLUS_10
слушай очень громко брат,DELTA_MINUS_25
эй бивис тихо слышно пожалуйста,DELTA_PLUS_15
ну громкко быстро,DELTA_MINUS_10
эй бивис слегка громче пожалуйста,DELTA_PLUS_5
брух без звуа,SET_0
сделай звук обычным сейчас,SET_60
уши режет сейчас,DELTA_MINUS_25
бивис почти на максиумм,SET_90
брух громче сейчас,DELTA_PLUS_10
звук режеет уши,DELTA_MINUS_25
эй бивис сделай приглушенно сейчас,SET_20
эй бивис сделай погромче нормально,SET_70
пожалйуста зактни брат,SET_0
чуть тише сейчас,DELTA_MINUS_5
пожалуйста тихо слышно сейччас,DELTA_PLUS_15
эй бивис сделай громче,DELTA_PLUS_10
пожалуйса замолчи быстро,SET_0
ну динамики рвутся бытсро,DELTA_MINUS_25
слушай убавь пожалуйста,DELTA_MINUS_10
эй бивис чуть чуть потише пожалуйста,DELTA_MINUS_5
короче чуть чуть громче брат,DELTA_PLUS_5
очень тихо брат,DELTA_PLUS_25
пожалуйста оченнь громко брат,DELTA_MINUS_25
короче открой браузер быстро,UNKNOWN
обычный уровень сейчас,SET_60
слушай плохо слышно плиз,DELTA_PLUS_15
бивис слишком громко быстро,DELTA_MINUS_15
бивис еле слышно быстро,DELTA_PLUS_15
эй бивис сделай звук еле еле плиз,SET_10
ну приглшуи быстро,SET_20
бивис на полную плиз,SET_100
короче динамики рвуться пожалуйста,DELTA_MINUS_25
эй бивис слышно фигово,DELTA_PLUS_15
сулшай какая погода быстро,UNKNOWN
брух тихо слышно,DELTA_PLUS_15
громко слишом,DELTA_MINUS_15
пожалуйста расскажи анекдт брат,UNKNOWN
ну расскажи анекдот сейчас,UNKNOWN
ну мне не слышно плиз,DELTA_PLUS_25
ну зактни брат,SET_0
коороче сделай звук обычным,SET_60
слушай сделай погромче нромально сейчас,SET_70
погромче,DELTA_PLUS_10
эй бивис сделай еле слышно пожалуйста,SET_10
бвиис на максимум брат,SET_100
эй бивис немного тише быстро,DELTA_MINUS_5
слушай сделай очень тихо,SET_10
бивис сделай скриншот,UNKNOWN
пожалуйста немного тише плиз,DELTA_MINUS_5
ну поставь на ноль пожлауйста,SET_0
брух громко пожалуйста,DELTA_MINUS_10
пожалуйста заактни пожалуйста,SET_0
сделай почти без звука брат,SET_10
ну оычный уровень брат,SET_60
гормко,DELTA_MINUS_10
кроче почти оглох быстро,DELTA_MINUS_25
бивис погромче,DELTA_PLUS_10
пожалуйста открой браузер плиз,UNKNOWN
эй бивис еле слышно сейчас,DELTA_PLUS_15
короче приглуши звук сейчас,SET_20
почти не слышу брат,DELTA_PLUS_25
сделай тише сейчас,DELTA_MINUS_10
ну запусти блконот,UNKNOWN
слушай сделай очень тихо пожаалуйста,SET_10
слушай немного громче сейчас,DELTA_PLUS_5
коороче чуть прибавь,DELTA_PLUS_5
бивис громко сйечас,DELTA_MINUS_10
бивис громче сейчас,DELTA_PLUS_10
бивис убери звук пожалуйста,SET_0
бивис немного громче плиз,DELTA_PLUS_5
эй бивис что по времени плиз,UNKNOWN
брух обыный уровень плиз,SET_60
короче выключи звук плиз,SET_0
слушай зактни плиз,SET_0
брух бивис чуть чуть громче плиз,DELTA_PLUS_5
ну орёт сейчас,DELTA_MINUS_25
пожалуйста убери звук плиз,SET_0
бивис переключи песню плиз,UNKNOWN
ну замолчи,SET_0
чуть чуть громче пожалуйста,DELTA_PLUS_5
корче орёт быстро,DELTA_MINUS_25
брух сделай сркиншот,UNKNOWN
брух что по вермени сейчас,UNKNOWN
бивис мне не сылшно плиз,DELTA_PLUS_25
ну плохо слышно,DELTA_PLUS_15
короче чуть чуть потише пожалуйста,DELTA_MINUS_5
бивис чуть прибавь пожаулйста,DELTA_PLUS_5
слушай комфортно сейчас,SET_60
эй бивс поставь еле слышно,SET_10
короче совсем не слышно сейчас,DELTA_PLUS_25
брух сделай пгоромче нормально пожалуйста,SET_70
пожалуйста сделай звук еле еле сейчас,SET_10
слушай слегка громче,DELTA_PLUS_5
короче немного громче пожалуйста,DELTA_PLUS_5
фигово слышно,DELTA_PLUS_15
коороче плохо слышно пожалуйста,DELTA_PLUS_15
эй бивис сделай скриншот пожалуйста,UNKNOWN
эй бивис заткнни,SET_0
брух на максимум брат,SET_100
эй бивис комфортно сейчас,SET_60
короче открой ютуб брат,UNKNOWN
короче без звука,SET_0
короче очень тихо слышно брат,DELTA_PLUS_15
ну немноого тише сейчас,DELTA_MINUS_5
брух слегка громче пожалуйста,DELTA_PLUS_5
брух чуть прибавь быстро,DELTA_PLUS_5
эй бивис очень тихо слышно быстро,DELTA_PLUS_15
эй бвис громковато как то сейчас,DELTA_MINUS_10
слушай на полную плиз,SET_100
ну открой браузер плиз,UNKNOWN
почти максимум быстро,SET_90
слушай чуть убавь,DELTA_MINUS_5
слушай зарой окно плиз,UNKNOWN
пожалуйста переключи песню сейчас,UNKNOWN
совсеем не слышно,DELTA_PLUS_25
эй бивис расскажи анекдот быстро,UNKNOWN
пожалуйста обычный уровень сейчас,SET_60
без зввука брат,SET_0
бивис громковато пожалуйста,DELTA_MINUS_10
короче мьют,SET_0
эй бивис нормально сейчас,SET_50
слушай ниччего не слышно пожалуйста,DELTA_PLUS_25
брух не слышно быстро,DELTA_PLUS_25
заткнись сейчас,SET_0
почти на максимум плиз,SET_90
эй бивис слышно фигово брат,DELTA_PLUS_15
бивис слегка тише сейчас,DELTA_MINUS_5
ну на полную плиз,SET_100
слушай пригуши звук пожалуйста,SET_20
поажлуйста убавь,DELTA_MINUS_10
бивис заткнись пожалуйста,SET_0
эй бивис громковато как то,DELTA_MINUS_10
брух плохо сылшно,DELTA_PLUS_15
короче сделай еле слышно брат,SET_10
слушай какая погода сейчас,UNKNOWN
бивис на полную,SET_100
эй бивис обычный уровень плиз,SET_60
короче обычный звук плиз,SET_60
не слышно плиз,DELTA_PLUS_25
ну зактни,SET_0
в ноль,SET_0
брух нйади файл,UNKNOWN
эй бивис очень громко,DELTA_MINUS_25
короче орёт быстро,DELTA_MINUS_25
эй бивис средне пожалуйста,SET_50
пожалуйтса уши режет плиз,DELTA_MINUS_25
эй бивис сделай приглушенно пожалуйста,SET_20
пожалуйста плохо слышшно,DELTA_PLUS_15
короче бивис чуть чуть потише сйчас,DELTA_MINUS_5
короче звук реежт уши,DELTA_MINUS_25
брух поставь на ноль плиз,SET_0
эй бивис орёт сейчас,DELTA_MINUS_25
слушай открой браузер,UNKNOWN
брух поставь таймер сейчас,UNKNOWN
бивс немного громче пожалуйста,DELTA_PLUS_5
ну громко брат,DELTA_MINUS_10
короче прибавь брат,DELTA_PLUS_10
пожалуйста слышно фигово плиз,DELTA_PLUS_15
короче без звука брат,SET_0
эй бивис чуть чуть громче плиз,DELTA_PLUS_5
очень тихо слышно быстро,DELTA_PLUS_15
ну громко слишком брат,DELTA_MINUS_15
эй бивис почти не слышу пожалуйста,DELTA_PLUS_25
пожалуйста на полную,SET_100
эй бивис бивис чуть чуть громче быстро,DELTA_PLUS_5
брух громковато брат,DELTA_MINUS_10
пожалуйста открой браузер пжоалуйста,UNKNOWN
эй бивис динамики рвутся быстро,DELTA_MINUS_25
бивис чуть громче брат,DELTA_PLUS_5
потише брат,DELTA_MINUS_10
слушай заткни быстро,SET_0
брух закорй окно брат,UNKNOWN
короче обычнй звук,SET_60
эй бивис выключи звук пожалуйста,SET_0
слушай сделай еле слышно,SET_10
бивис не слышно быстро,DELTA_PLUS_25
брух на середину сейачс,SET_50
слушай комфортно плиз,SET_60
совсм не слышно брат,DELTA_PLUS_25
короче сделай скришнот сейчас,UNKNOWN
ну очень тихо слышно плиз,DELTA_PLUS_15
сделай звук еле еле быстро,SET_10
ну звук еле слыышно плиз,DELTA_PLUS_15
брух почти не слышу,DELTA_PLUS_25
брух громковато как то плиз,DELTA_MINUS_10
ну выклчюи звук быстро,SET_0
эй бивис слегка тише быстро,DELTA_MINUS_5
пожалуйста слышно фигово пожалуйста,DELTA_PLUS_15
слушаай в ноль быстро,SET_0
слушай обчный звук сейчас,SET_60
пожалуйста чуть чуть потише пожалуйста,DELTA_MINUS_5
эй бивис что по времени быстро,UNKNOWN
ну пибавь,DELTA_PLUS_10
брух сделай пчоти без звука пожалуйста,SET_10
запусти блокнот пожалуйста,UNKNOWN
короче на середину,SET_50
ну чуть убаввь брат,DELTA_MINUS_5
брух динамики рвуться быстро,DELTA_MINUS_25
ну громче поалуйста,DELTA_PLUS_10
слушай открой ютуб быстро,UNKNOWN
пожалуйста звук режет уши сейчас,DELTA_MINUS_25
слушай звук режет уши сейчас,DELTA_MINUS_25
бивис сделай ноль плиз,SET_0
короче отключи звук пожалуйста,SET_0
брух добавь громкости плиз,DELTA_PLUS_10
ну слишком грмоко,DELTA_MINUS_15
эй бивис динамики рвуться плиз,DELTA_MINUS_25
ну тихо слышно брат,DELTA_PLUS_15
слушй приглуши сейчас,SET_20
эй бивис поставь на ноль,SET_0
пожалуйста что по временни брат,UNKNOWN
звук еле слышно быстро,DELTA_PLUS_15
пожалуйста обычный звук пожалуста,SET_60
бивис чуть убаавь,DELTA_MINUS_5
эй бивис сделай звук обычным пожалуйста,SET_60
пожалуйста не слышно плиз,DELTA_PLUS_25
ну уши режет плиз,DELTA_MINUS_25
крооче плохо слышно брат,DELTA_PLUS_15
слушай что по вемени сейчас,UNKNOWN
брух почти максимум пожалуйста,SET_90
пожалуйста убери звук брат,SET_0
брух сделлай звук обычным,SET_60
слушай на максимум пожалуйста,SET_100
пожалуйста чуть пррибавь пожалуйста,DELTA_PLUS_5
ну приглуши звук сейчас,SET_20
пожалйуста громче,DELTA_PLUS_10
эй бивис динамики рвутся пожалуйста,DELTA_MINUS_25
брух какая погода пожалуйста,UNKNOWN
ну расскажи анекдот плиз,UNKNOWN
бивис сделай погромче нормально,SET_70
тихо слышно быстро,DELTA_PLUS_15
ну еле слышно плиз,DELTA_PLUS_15
сушай а ну тихо,DELTA_MINUS_10
слушай чуть чуть потише брат,DELTA_MINUS_5
бивис замолчи брат,SET_0
слушай слишком громко сейчас,DELTA_MINUS_15
бивис очень тихо слышно,DELTA_PLUS_15
короче нйади файл,UNKNOWN
брух какая погода,UNKNOWN
брух слегка громче сейачс,DELTA_PLUS_5
брух сделай очень тихо,SET_10
брух сделай громче плиз,DELTA_PLUS_10
пожалуйста отклчюи звук плиз,SET_0
слушай сделай погромче нормально быстро,SET_70
короче чуть тише брат,DELTA_MINUS_5
брух обычный звук плиз,SET_60
эй бивис сделай громче брат,DELTA_PLUS_10
брух средне,SET_50
пожалуйста сделай чуть громче плиз,DELTA_PLUS_5
слушай почти оглох брат,DELTA_MINUS_25
бивис на середину брат,SET_50
ну поставь таймер,UNKNOWN
ну сделай еле слышно брат,SET_10
эй бивис поствь на ноль брат,SET_0
брух сдлеай погромче нормально пожалуйста,SET_70
пожалуйста сделай скриншот плиз,UNKNOWN
громче брат,DELTA_PLUS_10
короче мне не слышно пожалуйста,DELTA_PLUS_25
слушай чуть убаввь плиз,DELTA_MINUS_5
пожалуйста убри звук брат,SET_0
брух не слыышно,DELTA_PLUS_25
слушай отключи звук брат,SET_0
бивис убаь,DELTA_MINUS_10
ну звук режт уши пожалуйста,DELTA_MINUS_25
ну выключи звук быстро,SET_0
брух почти огглох,DELTA_MINUS_25
эй бивис громко плиз,DELTA_MINUS_10
короче звук еле слышно быстро,DELTA_PLUS_15
поставь тайммер сейчас,UNKNOWN
пожалуйста сделай приглушенно плиз,SET_20
бивис поставь таймер сейчас,UNKNOWN
короче на ноль брат,SET_0
крооче сделай ноль,SET_0
короче выруби звук,SET_0
ну слишком грокмо,DELTA_MINUS_15
бивис прибавь плиз,DELTA_PLUS_10
слушай динамики рвутся пожалуйста,DELTA_MINUS_25
эй бивис орёт,DELTA_MINUS_25
ну переключи песню бысстро,UNKNOWN
ну не слышно сейчас,DELTA_PLUS_25
брух мне не слышно быстро,DELTA_PLUS_25
брух запусти блонкот брат,UNKNOWN
брух сделай очень тихо брат,SET_10
переключи песню,UNKNOWN
брух перелючи песню брат,UNKNOWN
бивис комфортно брат,SET_60
бивис обычнный звук,SET_60
слушай фигово слышно пожалуйста,DELTA_PLUS_15
эй бивис нйади файл брат,UNKNOWN
брух какая пгоода,UNKNOWN
брух громовато как то брат,DELTA_MINUS_10
бивис ничего не слышно плиз,DELTA_PLUS_25
слушай сделай скриншот бысстро,UNKNOWN
слушай на ноль сейчас,SET_0
брух отключи звук быстро,SET_0
эй бивис почти оглох плиз,DELTA_MINUS_25
брух какая погодда брат,UNKNOWN
без звука,SET_0
бивис гроко слишком плиз,DELTA_MINUS_15
бивис слишком громко плиз,DELTA_MINUS_15
ну почти максимум быстро,SET_90
на полную сейчас,SET_100
ну зактни пожжалуйста,SET_0
слушай поставь таймер быстро,UNKNOWN
слушай найди файл сейчас,UNKNOWN
ну сделай приглушенно,SET_20
пожалуйста сделай приглушнено пожалуйста,SET_20
закнись сейчас,SET_0
слушай заткнись сейчас,SET_0
бивис закрой окно пожаулйста,UNKNOWN
короче тише пожалуйста,DELTA_MINUS_10
слушшай запусти блокнот плиз,UNKNOWN
громко но не максимум брат,SET_80
эй бивис окрой браузер сейчас,UNKNOWN
эй бивис уши режет,DELTA_MINUS_25
бивис сделай чуть громче сеейчас,DELTA_PLUS_5
ну громковато,DELTA_MINUS_10
короче замолччи,SET_0
эй бивис приглуши звук брат,SET_20
слушай сделай громче,DELTA_PLUS_10
короче обычный звук пожалуйста,SET_60
бивис переклчи песню,UNKNOWN
короче слышно фигово,DELTA_PLUS_15
брух громковато сейчас,DELTA_MINUS_10
ну фигово слышно брат,DELTA_PLUS_15
эй бивис нормально пожалуйста,SET_50
эй бивис комфортно плиз,SET_60
пожалуйста погромче брат,DELTA_PLUS_10
пожалуйста обычный звук,SET_60
эй бивис замолчи,SET_0
ну сделай тише пожалуйста,DELTA_MINUS_10
пожалуйста звук режет уши,DELTA_MINUS_25
ну не слышно,DELTA_PLUS_25
бивис немного громе пожалуйста,DELTA_PLUS_5
брух бивис чуть чуть громче брат,DELTA_PLUS_5
ну переключи песню брат,UNKNOWN
эй бивис чуть тише,DELTA_MINUS_5
брух громче,DELTA_PLUS_10
эй бивис поставь таймер быстро,UNKNOWN
слушай обычный уровень сейчас,SET_60
бивис убери звук быстро,SET_0
слушай прибавь быстро,DELTA_PLUS_10
бивис оычный звук пожалуйста,SET_60
эй бивис бивис чуть чуть потише пожалуйста,DELTA_MINUS_5
выруби звук плиз,SET_0
короче сделай приглушенно,SET_20
бивис комфортно сейчас,SET_60
пожалуйста совсем не слышно плиз,DELTA_PLUS_25
эй бвиис сделай звук еле еле пожалуйста,SET_10
короче сделай звук еле еле сейчас,SET_10
какая погода бысрто,UNKNOWN
ну сделай громче,DELTA_PLUS_10
ну чуть чуть громче быстро,DELTA_PLUS_5
брух расскажи анекдот быстро,UNKNOWN
бивис средне пожалуйста,SET_50
короче звук еле слышно брат,DELTA_PLUS_15
брух выуби звук брат,SET_0
эй бивис что по времени брат,UNKNOWN
отрой ютуб плиз,UNKNOWN
пжоалуйста еле слышно брат,DELTA_PLUS_15
бивис звук режет уши быстро,DELTA_MINUS_25
пожалуйста средне быстро,SET_50
ну тихо слышно сейчас,DELTA_PLUS_15
эй биивис запусти блокнот,UNKNOWN
звук еле слышно сейчас,DELTA_PLUS_15
бивис наайди файл плиз,UNKNOWN
эй бивис сделай громче быстро,DELTA_PLUS_10
пожлуйста сделай почти без звука быстро,SET_10
бивис обычный уровень сейчас,SET_60
брух совсем не слышно пожалуйста,DELTA_PLUS_25
корроче прибавь плиз,DELTA_PLUS_10
чуть тише плиз,DELTA_MINUS_5
сделай скриншот плиз,UNKNOWN
короче сделай звук еле еле,SET_10
бивис чуть громче плиз,DELTA_PLUS_5
брух немного тише пожалуйста,DELTA_MINUS_5
сделай звук обычным быстро,SET_60
короче на максимум,SET_100
брух сделай очень тихо пожалуйста,SET_10
ну громковато быстро,DELTA_MINUS_10
брух отключи звук сейчас,SET_0
ну закроой окно сейчас,UNKNOWN
эй бивис на максимум брат,SET_100
эй бивис громковато как то сейчас,DELTA_MINUS_10
ну что по времени плиз,UNKNOWN
брух добавь громкости брат,DELTA_PLUS_10
короче фигово слышно,DELTA_PLUS_15
бивис на полную сейчас,SET_100
брух поставь еле слышно пожалуйста,SET_10
пожалуйста чуть громче,DELTA_PLUS_5
слушай не слышно пожалуйста,DELTA_PLUS_25
брух оень тихо плиз,DELTA_PLUS_25
пожалуйста тихо слышно,DELTA_PLUS_15
брух сделай скриншот сейчас,UNKNOWN
биис прибавь плиз,DELTA_PLUS_10
слегка тише,DELTA_MINUS_5
короче обчыный звук брат,SET_60
слушай без звука быстро,SET_0
пожалуйста приглуши пожалуйста,SET_20
ну заткнись сейчас,SET_0
сделай очень тихо,SET_10
слушай совсем не слышно,DELTA_PLUS_25
эй бивис обычный звук быстро,SET_60
короче громко слишком сейчас,DELTA_MINUS_15
бивис не слыншо,DELTA_PLUS_25
пожалуйста громко пожалуйста,DELTA_MINUS_10
брух совсем не слышно быстро,DELTA_PLUS_25
короче без звука сейчас,SET_0
слушай сделай звук обычным пожалуйста,SET_60
брух переключи песню плиз,UNKNOWN
